name,nodelist,count,notes
syslog,"[{""name"":syslog,""pkgman"":Cargo},{""name"":syslog,""pkgman"":Nimble}]",2,
tree-sitter,"[{""name"":tree-sitter,""pkgman"":Cargo},{""name"":tree-sitter,""pkgman"":Conan},{""name"":tree-sitter,""pkgman"":Homebrew}]",3,
lab,"[{""name"":lab,""pkgman"":Cargo},{""name"":lab,""pkgman"":Homebrew}]",2,
mustache,"[{""name"":mustache,""pkgman"":Cargo},{""name"":mustache,""pkgman"":Nimble}]",2,
libadwaita,"[{""name"":libadwaita,""pkgman"":Cargo},{""name"":libadwaita,""pkgman"":Chromebrew},{""name"":libadwaita,""pkgman"":Homebrew}]",3,
spdx,"[{""name"":spdx,""pkgman"":Cargo},{""name"":spdx,""pkgman"":Alire}]",2,
webkit2gtk,"[{""name"":webkit2gtk,""pkgman"":Cargo},{""name"":webkit2gtk,""pkgman"":Chromebrew}]",2,
mentat,"[{""name"":mentat,""pkgman"":Cargo},{""name"":mentat,""pkgman"":Nimble}]",2,
jed,"[{""name"":jed,""pkgman"":Cargo},{""name"":jed,""pkgman"":Homebrew}]",2,
sdl,"[{""name"":sdl,""pkgman"":Cargo},{""name"":sdl,""pkgman"":Conan},{""name"":sdl,""pkgman"":Homebrew}]",3,
memcached,"[{""name"":memcached,""pkgman"":Cargo},{""name"":memcached,""pkgman"":Chromebrew},{""name"":memcached,""pkgman"":Homebrew}]",3,
run,"[{""name"":run,""pkgman"":Cargo},{""name"":run,""pkgman"":Homebrew}]",2,
vsh,"[{""name"":vsh,""pkgman"":Cargo},{""name"":vsh,""pkgman"":Homebrew}]",2,
mariadb,"[{""name"":mariadb,""pkgman"":Cargo},{""name"":mariadb,""pkgman"":Homebrew}]",2,
twitter,"[{""name"":twitter,""pkgman"":Cargo},{""name"":twitter,""pkgman"":Nimble}]",2,
php,"[{""name"":php,""pkgman"":Cargo},{""name"":php,""pkgman"":Chromebrew},{""name"":php,""pkgman"":Homebrew}]",3,
spy,"[{""name"":spy,""pkgman"":Cargo},{""name"":spy,""pkgman"":Conan}]",2,
mimic,"[{""name"":mimic,""pkgman"":Cargo},{""name"":mimic,""pkgman"":Homebrew}]",2,
gcr,"[{""name"":gcr,""pkgman"":Cargo},{""name"":gcr,""pkgman"":Chromebrew}]",2,
grp,"[{""name"":grp,""pkgman"":Cargo},{""name"":grp,""pkgman"":Nimble}]",2,
lightgbm,"[{""name"":lightgbm,""pkgman"":Cargo},{""name"":lightgbm,""pkgman"":Homebrew}]",2,
pbtools,"[{""name"":pbtools,""pkgman"":Cargo},{""name"":pbtools,""pkgman"":Conan}]",2,
sqlite,"[{""name"":sqlite,""pkgman"":Cargo},{""name"":sqlite,""pkgman"":Chromebrew},{""name"":sqlite,""pkgman"":Homebrew}]",3,
repl,"[{""name"":repl,""pkgman"":Cargo},{""name"":repl,""pkgman"":Homebrew}]",2,
xa,"[{""name"":xa,""pkgman"":Cargo},{""name"":xa,""pkgman"":Chromebrew},{""name"":xa,""pkgman"":Homebrew}]",3,
notify,"[{""name"":notify,""pkgman"":Cargo},{""name"":notify,""pkgman"":Nimble}]",2,
rena,"[{""name"":rena,""pkgman"":Cargo},{""name"":rena,""pkgman"":Nimble}]",2,
mime,"[{""name"":mime,""pkgman"":Cargo},{""name"":mime,""pkgman"":Nimble}]",2,
buffer,"[{""name"":buffer,""pkgman"":Cargo},{""name"":buffer,""pkgman"":Nimble}]",2,
wasmtime,"[{""name"":wasmtime,""pkgman"":Cargo},{""name"":wasmtime,""pkgman"":Conan},{""name"":wasmtime,""pkgman"":Homebrew}]",3,
pbkdf2,"[{""name"":pbkdf2,""pkgman"":Cargo},{""name"":pbkdf2,""pkgman"":Alire}]",2,
freeimage,"[{""name"":freeimage,""pkgman"":Cargo},{""name"":freeimage,""pkgman"":Chromebrew},{""name"":freeimage,""pkgman"":Conan},{""name"":freeimage,""pkgman"":Homebrew},{""name"":freeimage,""pkgman"":Nimble},{""name"":freeimage,""pkgman"":VCPKG}]",6,
csv,"[{""name"":csv,""pkgman"":Cargo},{""name"":csv,""pkgman"":Nimble}]",2,
hivemind,"[{""name"":hivemind,""pkgman"":Cargo},{""name"":hivemind,""pkgman"":Homebrew}]",2,
gox,"[{""name"":gox,""pkgman"":Cargo},{""name"":gox,""pkgman"":Chromebrew},{""name"":gox,""pkgman"":Homebrew}]",3,
tunnel,"[{""name"":tunnel,""pkgman"":Cargo},{""name"":tunnel,""pkgman"":Homebrew}]",2,
prompt,"[{""name"":prompt,""pkgman"":Cargo},{""name"":prompt,""pkgman"":Nimble}]",2,
sip,"[{""name"":sip,""pkgman"":Cargo},{""name"":sip,""pkgman"":Homebrew}]",2,
highlight,"[{""name"":highlight,""pkgman"":Cargo},{""name"":highlight,""pkgman"":Homebrew},{""name"":highlight,""pkgman"":Nimble}]",3,
maxwell,"[{""name"":maxwell,""pkgman"":Cargo},{""name"":maxwell,""pkgman"":Homebrew}]",2,
tweak,"[{""name"":tweak,""pkgman"":Cargo},{""name"":tweak,""pkgman"":Homebrew}]",2,
unar,"[{""name"":unar,""pkgman"":Cargo},{""name"":unar,""pkgman"":Homebrew}]",2,
helm,"[{""name"":helm,""pkgman"":Cargo},{""name"":helm,""pkgman"":Homebrew}]",2,
hilite,"[{""name"":hilite,""pkgman"":Cargo},{""name"":hilite,""pkgman"":Homebrew}]",2,
ascii,"[{""name"":ascii,""pkgman"":Cargo},{""name"":ascii,""pkgman"":Chromebrew},{""name"":ascii,""pkgman"":Homebrew}]",3,
vcpkg,"[{""name"":vcpkg,""pkgman"":Cargo},{""name"":vcpkg,""pkgman"":Homebrew}]",2,
half,"[{""name"":half,""pkgman"":Cargo},{""name"":half,""pkgman"":Conan}]",2,
capnp,"[{""name"":capnp,""pkgman"":Cargo},{""name"":capnp,""pkgman"":Homebrew},{""name"":capnp,""pkgman"":Nimble}]",3,
mdbook,"[{""name"":mdbook,""pkgman"":Cargo},{""name"":mdbook,""pkgman"":Homebrew}]",2,
h2,"[{""name"":h2,""pkgman"":Cargo},{""name"":h2,""pkgman"":Homebrew}]",2,
postgres,"[{""name"":postgres,""pkgman"":Cargo},{""name"":postgres,""pkgman"":Chromebrew}]",2,
tempfile,"[{""name"":tempfile,""pkgman"":Cargo},{""name"":tempfile,""pkgman"":Nimble}]",2,
atomic,"[{""name"":atomic,""pkgman"":Cargo},{""name"":atomic,""pkgman"":Alire}]",2,
evdev,"[{""name"":evdev,""pkgman"":Cargo},{""name"":evdev,""pkgman"":Alire}]",2,
structopt,"[{""name"":structopt,""pkgman"":Cargo},{""name"":structopt,""pkgman"":Conan}]",2,
vmprotect,"[{""name"":vmprotect,""pkgman"":Cargo},{""name"":vmprotect,""pkgman"":Nimble}]",2,
tar,"[{""name"":tar,""pkgman"":Cargo},{""name"":tar,""pkgman"":Chromebrew},{""name"":tar,""pkgman"":Conan}]",3,
rlp,"[{""name"":rlp,""pkgman"":Cargo},{""name"":rlp,""pkgman"":Nimble}]",2,
historian,"[{""name"":historian,""pkgman"":Cargo},{""name"":historian,""pkgman"":Homebrew}]",2,
glib,"[{""name"":glib,""pkgman"":Cargo},{""name"":glib,""pkgman"":Chromebrew},{""name"":glib,""pkgman"":Conan},{""name"":glib,""pkgman"":Homebrew},{""name"":glib,""pkgman"":VCPKG}]",5,
vte,"[{""name"":vte,""pkgman"":Cargo},{""name"":vte,""pkgman"":Chromebrew}]",2,
log,"[{""name"":log,""pkgman"":Cargo},{""name"":log,""pkgman"":Conan}]",2,
frag,"[{""name"":frag,""pkgman"":Cargo},{""name"":frag,""pkgman"":Nimble}]",2,
glfw,"[{""name"":glfw,""pkgman"":Cargo},{""name"":glfw,""pkgman"":Chromebrew},{""name"":glfw,""pkgman"":Conan},{""name"":glfw,""pkgman"":Homebrew},{""name"":glfw,""pkgman"":Nimble}]",5,
gdk-pixbuf,"[{""name"":gdk-pixbuf,""pkgman"":Cargo},{""name"":gdk-pixbuf,""pkgman"":Conan},{""name"":gdk-pixbuf,""pkgman"":Homebrew},{""name"":gdk-pixbuf,""pkgman"":VCPKG}]",4,
jack,"[{""name"":jack,""pkgman"":Cargo},{""name"":jack,""pkgman"":Chromebrew},{""name"":jack,""pkgman"":Homebrew},{""name"":jack,""pkgman"":Nimble}]",4,
lapack,"[{""name"":lapack,""pkgman"":Cargo},{""name"":lapack,""pkgman"":Chromebrew},{""name"":lapack,""pkgman"":Homebrew},{""name"":lapack,""pkgman"":VCPKG}]",4,
zellij,"[{""name"":zellij,""pkgman"":Cargo},{""name"":zellij,""pkgman"":Homebrew}]",2,
maturin,"[{""name"":maturin,""pkgman"":Cargo},{""name"":maturin,""pkgman"":Homebrew}]",2,
daggy,"[{""name"":daggy,""pkgman"":Cargo},{""name"":daggy,""pkgman"":Conan}]",2,
libsoxr,"[{""name"":libsoxr,""pkgman"":Cargo},{""name"":libsoxr,""pkgman"":Chromebrew},{""name"":libsoxr,""pkgman"":Homebrew}]",3,
gstreamer,"[{""name"":gstreamer,""pkgman"":Cargo},{""name"":gstreamer,""pkgman"":Chromebrew},{""name"":gstreamer,""pkgman"":Conan},{""name"":gstreamer,""pkgman"":Homebrew},{""name"":gstreamer,""pkgman"":VCPKG}]",5,
png,"[{""name"":png,""pkgman"":Cargo},{""name"":png,""pkgman"":Nimble}]",2,
pipe,"[{""name"":pipe,""pkgman"":Cargo},{""name"":pipe,""pkgman"":Nimble}]",2,
news,"[{""name"":news,""pkgman"":Cargo},{""name"":news,""pkgman"":Nimble}]",2,
parallel,"[{""name"":parallel,""pkgman"":Cargo},{""name"":parallel,""pkgman"":Chromebrew},{""name"":parallel,""pkgman"":Homebrew}]",3,
wiggle,"[{""name"":wiggle,""pkgman"":Cargo},{""name"":wiggle,""pkgman"":Homebrew}]",2,
term,"[{""name"":term,""pkgman"":Cargo},{""name"":term,""pkgman"":Homebrew}]",2,
itertools,"[{""name"":itertools,""pkgman"":Cargo},{""name"":itertools,""pkgman"":Nimble}]",2,
glow,"[{""name"":glow,""pkgman"":Cargo},{""name"":glow,""pkgman"":Homebrew}]",2,
libquantum,"[{""name"":libquantum,""pkgman"":Cargo},{""name"":libquantum,""pkgman"":Homebrew}]",2,
libresample,"[{""name"":libresample,""pkgman"":Cargo},{""name"":libresample,""pkgman"":Homebrew}]",2,
cmake,"[{""name"":cmake,""pkgman"":Cargo},{""name"":cmake,""pkgman"":Chromebrew},{""name"":cmake,""pkgman"":Conan},{""name"":cmake,""pkgman"":Homebrew},{""name"":cmake,""pkgman"":Nimble}]",5,
nginx,"[{""name"":nginx,""pkgman"":Cargo},{""name"":nginx,""pkgman"":Chromebrew},{""name"":nginx,""pkgman"":Homebrew}]",3,
neo,"[{""name"":neo,""pkgman"":Cargo},{""name"":neo,""pkgman"":Nimble}]",2,
icu,"[{""name"":icu,""pkgman"":Cargo},{""name"":icu,""pkgman"":Conan},{""name"":icu,""pkgman"":VCPKG}]",3,
dmidecode,"[{""name"":dmidecode,""pkgman"":Cargo},{""name"":dmidecode,""pkgman"":Chromebrew}]",2,
marked,"[{""name"":marked,""pkgman"":Cargo},{""name"":marked,""pkgman"":Homebrew}]",2,
hangman,"[{""name"":hangman,""pkgman"":Cargo},{""name"":hangman,""pkgman"":Alire}]",2,
pcp,"[{""name"":pcp,""pkgman"":Cargo},{""name"":pcp,""pkgman"":Homebrew}]",2,
dep,"[{""name"":dep,""pkgman"":Cargo},{""name"":dep,""pkgman"":Homebrew}]",2,
heartbeat,"[{""name"":heartbeat,""pkgman"":Cargo},{""name"":heartbeat,""pkgman"":Homebrew}]",2,
hackrf,"[{""name"":hackrf,""pkgman"":Cargo},{""name"":hackrf,""pkgman"":Homebrew}]",2,
plz,"[{""name"":plz,""pkgman"":Cargo},{""name"":plz,""pkgman"":Nimble}]",2,
hashlib,"[{""name"":hashlib,""pkgman"":Cargo},{""name"":hashlib,""pkgman"":Nimble}]",2,
mat2,"[{""name"":mat2,""pkgman"":Cargo},{""name"":mat2,""pkgman"":Homebrew}]",2,
mage,"[{""name"":mage,""pkgman"":Cargo},{""name"":mage,""pkgman"":Homebrew}]",2,
which,"[{""name"":which,""pkgman"":Cargo},{""name"":which,""pkgman"":Chromebrew}]",2,
sysinfo,"[{""name"":sysinfo,""pkgman"":Cargo},{""name"":sysinfo,""pkgman"":Nimble}]",2,
blend2d,"[{""name"":blend2d,""pkgman"":Cargo},{""name"":blend2d,""pkgman"":Conan},{""name"":blend2d,""pkgman"":VCPKG}]",3,
netperf,"[{""name"":netperf,""pkgman"":Cargo},{""name"":netperf,""pkgman"":Chromebrew},{""name"":netperf,""pkgman"":Homebrew}]",3,
gleam,"[{""name"":gleam,""pkgman"":Cargo},{""name"":gleam,""pkgman"":Homebrew}]",2,
isl,"[{""name"":isl,""pkgman"":Cargo},{""name"":isl,""pkgman"":Chromebrew},{""name"":isl,""pkgman"":Conan},{""name"":isl,""pkgman"":Homebrew}]",4,
peg,"[{""name"":peg,""pkgman"":Cargo},{""name"":peg,""pkgman"":Chromebrew},{""name"":peg,""pkgman"":Homebrew}]",3,
flatbuffers,"[{""name"":flatbuffers,""pkgman"":Cargo},{""name"":flatbuffers,""pkgman"":Conan},{""name"":flatbuffers,""pkgman"":Homebrew},{""name"":flatbuffers,""pkgman"":VCPKG}]",4,
zip,"[{""name"":zip,""pkgman"":Cargo},{""name"":zip,""pkgman"":Chromebrew},{""name"":zip,""pkgman"":Homebrew},{""name"":zip,""pkgman"":Nimble}]",4,
dtoa,"[{""name"":dtoa,""pkgman"":Cargo},{""name"":dtoa,""pkgman"":Nimble}]",2,
plotly,"[{""name"":plotly,""pkgman"":Cargo},{""name"":plotly,""pkgman"":Nimble}]",2,
envconfig,"[{""name"":envconfig,""pkgman"":Cargo},{""name"":envconfig,""pkgman"":Nimble}]",2,
chrono,"[{""name"":chrono,""pkgman"":Cargo},{""name"":chrono,""pkgman"":Nimble}]",2,
gcc,"[{""name"":gcc,""pkgman"":Cargo},{""name"":gcc,""pkgman"":Chromebrew},{""name"":gcc,""pkgman"":Homebrew}]",3,
decimal,"[{""name"":decimal,""pkgman"":Cargo},{""name"":decimal,""pkgman"":Nimble}]",2,
pkg-config,"[{""name"":pkg-config,""pkgman"":Cargo},{""name"":pkg-config,""pkgman"":Homebrew}]",2,
ogg,"[{""name"":ogg,""pkgman"":Cargo},{""name"":ogg,""pkgman"":Conan},{""name"":ogg,""pkgman"":Nimble}]",3,
binutils,"[{""name"":binutils,""pkgman"":Cargo},{""name"":binutils,""pkgman"":Chromebrew},{""name"":binutils,""pkgman"":Conan},{""name"":binutils,""pkgman"":Homebrew}]",4,
health_check,"[{""name"":health_check,""pkgman"":Cargo},{""name"":health_check,""pkgman"":Chromebrew}]",2,
wayland,"[{""name"":wayland,""pkgman"":Cargo},{""name"":wayland,""pkgman"":Chromebrew},{""name"":wayland,""pkgman"":Conan},{""name"":wayland,""pkgman"":Homebrew}]",4,
flex,"[{""name"":flex,""pkgman"":Cargo},{""name"":flex,""pkgman"":Chromebrew},{""name"":flex,""pkgman"":Conan},{""name"":flex,""pkgman"":Homebrew}]",4,
nvm,"[{""name"":nvm,""pkgman"":Cargo},{""name"":nvm,""pkgman"":Chromebrew},{""name"":nvm,""pkgman"":Homebrew}]",3,
augeas,"[{""name"":augeas,""pkgman"":Cargo},{""name"":augeas,""pkgman"":Chromebrew},{""name"":augeas,""pkgman"":Homebrew}]",3,
zim,"[{""name"":zim,""pkgman"":Cargo},{""name"":zim,""pkgman"":Homebrew}]",2,
lcs,"[{""name"":lcs,""pkgman"":Cargo},{""name"":lcs,""pkgman"":Homebrew}]",2,
gzip,"[{""name"":gzip,""pkgman"":Cargo},{""name"":gzip,""pkgman"":Chromebrew},{""name"":gzip,""pkgman"":Homebrew}]",3,
hamlib,"[{""name"":hamlib,""pkgman"":Cargo},{""name"":hamlib,""pkgman"":Homebrew}]",2,
align,"[{""name"":align,""pkgman"":Cargo},{""name"":align,""pkgman"":Homebrew}]",2,
gtest,"[{""name"":gtest,""pkgman"":Cargo},{""name"":gtest,""pkgman"":Chromebrew},{""name"":gtest,""pkgman"":Conan},{""name"":gtest,""pkgman"":VCPKG}]",4,
glm,"[{""name"":glm,""pkgman"":Cargo},{""name"":glm,""pkgman"":Chromebrew},{""name"":glm,""pkgman"":Conan},{""name"":glm,""pkgman"":Homebrew},{""name"":glm,""pkgman"":Nimble},{""name"":glm,""pkgman"":VCPKG}]",6,
pit,"[{""name"":pit,""pkgman"":Cargo},{""name"":pit,""pkgman"":Homebrew}]",2,
hashids,"[{""name"":hashids,""pkgman"":Cargo},{""name"":hashids,""pkgman"":Nimble}]",2,
coco,"[{""name"":coco,""pkgman"":Cargo},{""name"":coco,""pkgman"":Nimble}]",2,
hidapi,"[{""name"":hidapi,""pkgman"":Cargo},{""name"":hidapi,""pkgman"":Conan},{""name"":hidapi,""pkgman"":Homebrew},{""name"":hidapi,""pkgman"":VCPKG}]",4,
scrypt,"[{""name"":scrypt,""pkgman"":Cargo},{""name"":scrypt,""pkgman"":Homebrew}]",2,
stb_truetype,"[{""name"":stb_truetype,""pkgman"":Cargo},{""name"":stb_truetype,""pkgman"":Nimble}]",2,
blake2,"[{""name"":blake2,""pkgman"":Cargo},{""name"":blake2,""pkgman"":Nimble}]",2,
rgb,"[{""name"":rgb,""pkgman"":Cargo},{""name"":rgb,""pkgman"":Chromebrew}]",2,
regex,"[{""name"":regex,""pkgman"":Cargo},{""name"":regex,""pkgman"":Nimble}]",2,
lightning,"[{""name"":lightning,""pkgman"":Cargo},{""name"":lightning,""pkgman"":Homebrew}]",2,
sha1,"[{""name"":sha1,""pkgman"":Cargo},{""name"":sha1,""pkgman"":Nimble}]",2,
nerve,"[{""name"":nerve,""pkgman"":Cargo},{""name"":nerve,""pkgman"":Nimble}]",2,
grep,"[{""name"":grep,""pkgman"":Cargo},{""name"":grep,""pkgman"":Chromebrew},{""name"":grep,""pkgman"":Homebrew}]",3,
loadenv,"[{""name"":loadenv,""pkgman"":Cargo},{""name"":loadenv,""pkgman"":Nimble}]",2,
lemon,"[{""name"":lemon,""pkgman"":Cargo},{""name"":lemon,""pkgman"":Conan},{""name"":lemon,""pkgman"":Homebrew},{""name"":lemon,""pkgman"":VCPKG}]",4,
ur,"[{""name"":ur,""pkgman"":Cargo},{""name"":ur,""pkgman"":Nimble}]",2,
luau,"[{""name"":luau,""pkgman"":Cargo},{""name"":luau,""pkgman"":Homebrew}]",2,
magic-wormhole,"[{""name"":magic-wormhole,""pkgman"":Cargo},{""name"":magic-wormhole,""pkgman"":Homebrew}]",2,
gspell,"[{""name"":gspell,""pkgman"":Cargo},{""name"":gspell,""pkgman"":Chromebrew},{""name"":gspell,""pkgman"":Homebrew}]",3,
blurhash,"[{""name"":blurhash,""pkgman"":Cargo},{""name"":blurhash,""pkgman"":Nimble}]",2,
clean,"[{""name"":clean,""pkgman"":Cargo},{""name"":clean,""pkgman"":Chromebrew},{""name"":clean,""pkgman"":Homebrew}]",3,
hashcash,"[{""name"":hashcash,""pkgman"":Cargo},{""name"":hashcash,""pkgman"":Homebrew}]",2,
ptrace,"[{""name"":ptrace,""pkgman"":Cargo},{""name"":ptrace,""pkgman"":Nimble}]",2,
grim,"[{""name"":grim,""pkgman"":Cargo},{""name"":grim,""pkgman"":Nimble}]",2,
sigv4,"[{""name"":sigv4,""pkgman"":Cargo},{""name"":sigv4,""pkgman"":Nimble}]",2,
xcm,"[{""name"":xcm,""pkgman"":Cargo},{""name"":xcm,""pkgman"":Nimble}]",2,
rcm,"[{""name"":rcm,""pkgman"":Cargo},{""name"":rcm,""pkgman"":Homebrew}]",2,
vale,"[{""name"":vale,""pkgman"":Cargo},{""name"":vale,""pkgman"":Homebrew}]",2,
fab,"[{""name"":fab,""pkgman"":Cargo},{""name"":fab,""pkgman"":Nimble}]",2,
xxh,"[{""name"":xxh,""pkgman"":Cargo},{""name"":xxh,""pkgman"":Homebrew}]",2,
vice,"[{""name"":vice,""pkgman"":Cargo},{""name"":vice,""pkgman"":Homebrew}]",2,
sslscan,"[{""name"":sslscan,""pkgman"":Cargo},{""name"":sslscan,""pkgman"":Homebrew}]",2,
vapor,"[{""name"":vapor,""pkgman"":Cargo},{""name"":vapor,""pkgman"":Homebrew}]",2,
reframe,"[{""name"":reframe,""pkgman"":Cargo},{""name"":reframe,""pkgman"":Nimble}]",2,
analog,"[{""name"":analog,""pkgman"":Cargo},{""name"":analog,""pkgman"":Homebrew}]",2,
eureka,"[{""name"":eureka,""pkgman"":Cargo},{""name"":eureka,""pkgman"":Homebrew}]",2,
iptables,"[{""name"":iptables,""pkgman"":Cargo},{""name"":iptables,""pkgman"":Chromebrew}]",2,
findomain,"[{""name"":findomain,""pkgman"":Cargo},{""name"":findomain,""pkgman"":Homebrew}]",2,
composition,"[{""name"":composition,""pkgman"":Cargo},{""name"":composition,""pkgman"":Nimble}]",2,
packer,"[{""name"":packer,""pkgman"":Cargo},{""name"":packer,""pkgman"":Chromebrew},{""name"":packer,""pkgman"":Homebrew}]",3,
findutils,"[{""name"":findutils,""pkgman"":Cargo},{""name"":findutils,""pkgman"":Chromebrew},{""name"":findutils,""pkgman"":Homebrew}]",3,
arp-scan,"[{""name"":arp-scan,""pkgman"":Cargo},{""name"":arp-scan,""pkgman"":Homebrew}]",2,
patch,"[{""name"":patch,""pkgman"":Cargo},{""name"":patch,""pkgman"":Chromebrew}]",2,
libjwt,"[{""name"":libjwt,""pkgman"":Cargo},{""name"":libjwt,""pkgman"":Homebrew},{""name"":libjwt,""pkgman"":Nimble}]",3,
valgrind,"[{""name"":valgrind,""pkgman"":Cargo},{""name"":valgrind,""pkgman"":Chromebrew},{""name"":valgrind,""pkgman"":Homebrew}]",3,
basex,"[{""name"":basex,""pkgman"":Cargo},{""name"":basex,""pkgman"":Homebrew}]",2,
heatshrink,"[{""name"":heatshrink,""pkgman"":Cargo},{""name"":heatshrink,""pkgman"":Conan},{""name"":heatshrink,""pkgman"":Homebrew}]",3,
hdrhistogram-c,"[{""name"":hdrhistogram-c,""pkgman"":Cargo},{""name"":hdrhistogram-c,""pkgman"":Conan}]",2,
clutter,"[{""name"":clutter,""pkgman"":Cargo},{""name"":clutter,""pkgman"":Chromebrew},{""name"":clutter,""pkgman"":Homebrew}]",3,
publish,"[{""name"":publish,""pkgman"":Cargo},{""name"":publish,""pkgman"":Homebrew}]",2,
abseil,"[{""name"":abseil,""pkgman"":Cargo},{""name"":abseil,""pkgman"":Conan},{""name"":abseil,""pkgman"":Homebrew},{""name"":abseil,""pkgman"":VCPKG}]",4,
gravity,"[{""name"":gravity,""pkgman"":Cargo},{""name"":gravity,""pkgman"":Homebrew}]",2,
lynx,"[{""name"":lynx,""pkgman"":Cargo},{""name"":lynx,""pkgman"":Homebrew}]",2,
fsh,"[{""name"":fsh,""pkgman"":Cargo},{""name"":fsh,""pkgman"":Homebrew}]",2,
vector,"[{""name"":vector,""pkgman"":Cargo},{""name"":vector,""pkgman"":Nimble}]",2,
aaplus,"[{""name"":aaplus,""pkgman"":Cargo},{""name"":aaplus,""pkgman"":Conan}]",2,
urweb,"[{""name"":urweb,""pkgman"":Cargo},{""name"":urweb,""pkgman"":Homebrew}]",2,
lux,"[{""name"":lux,""pkgman"":Cargo},{""name"":lux,""pkgman"":Homebrew}]",2,
lychee,"[{""name"":lychee,""pkgman"":Cargo},{""name"":lychee,""pkgman"":Homebrew}]",2,
clip,"[{""name"":clip,""pkgman"":Cargo},{""name"":clip,""pkgman"":Homebrew}]",2,
aur,"[{""name"":aur,""pkgman"":Cargo},{""name"":aur,""pkgman"":Nimble}]",2,
fftw,"[{""name"":fftw,""pkgman"":Cargo},{""name"":fftw,""pkgman"":Chromebrew},{""name"":fftw,""pkgman"":Conan},{""name"":fftw,""pkgman"":Homebrew}]",4,
gost,"[{""name"":gost,""pkgman"":Cargo},{""name"":gost,""pkgman"":Homebrew}]",2,
orientdb,"[{""name"":orientdb,""pkgman"":Cargo},{""name"":orientdb,""pkgman"":Homebrew}]",2,
ssss,"[{""name"":ssss,""pkgman"":Cargo},{""name"":ssss,""pkgman"":Homebrew}]",2,
csview,"[{""name"":csview,""pkgman"":Cargo},{""name"":csview,""pkgman"":Homebrew}]",2,
fnm,"[{""name"":fnm,""pkgman"":Cargo},{""name"":fnm,""pkgman"":Homebrew}]",2,
grip,"[{""name"":grip,""pkgman"":Cargo},{""name"":grip,""pkgman"":Homebrew}]",2,
owo,"[{""name"":owo,""pkgman"":Cargo},{""name"":owo,""pkgman"":Nimble}]",2,
autobahn,"[{""name"":autobahn,""pkgman"":Cargo},{""name"":autobahn,""pkgman"":VCPKG}]",2,
virgil,"[{""name"":virgil,""pkgman"":Cargo},{""name"":virgil,""pkgman"":Homebrew}]",2,
ne,"[{""name"":ne,""pkgman"":Cargo},{""name"":ne,""pkgman"":Homebrew}]",2,
mad,"[{""name"":mad,""pkgman"":Cargo},{""name"":mad,""pkgman"":Homebrew}]",2,
libhandy,"[{""name"":libhandy,""pkgman"":Cargo},{""name"":libhandy,""pkgman"":Chromebrew},{""name"":libhandy,""pkgman"":Homebrew}]",3,
vlang,"[{""name"":vlang,""pkgman"":Cargo},{""name"":vlang,""pkgman"":Homebrew}]",2,
libaom,"[{""name"":libaom,""pkgman"":Cargo},{""name"":libaom,""pkgman"":Chromebrew}]",2,
comms,"[{""name"":comms,""pkgman"":Cargo},{""name"":comms,""pkgman"":VCPKG}]",2,
flow,"[{""name"":flow,""pkgman"":Cargo},{""name"":flow,""pkgman"":Homebrew}]",2,
gphoto,"[{""name"":gphoto,""pkgman"":Cargo},{""name"":gphoto,""pkgman"":Chromebrew}]",2,
orbit,"[{""name"":orbit,""pkgman"":Cargo},{""name"":orbit,""pkgman"":Homebrew}]",2,
ant,"[{""name"":ant,""pkgman"":Cargo},{""name"":ant,""pkgman"":Chromebrew},{""name"":ant,""pkgman"":Homebrew}]",3,
fox,"[{""name"":fox,""pkgman"":Cargo},{""name"":fox,""pkgman"":Homebrew}]",2,
coalesce,"[{""name"":coalesce,""pkgman"":Cargo},{""name"":coalesce,""pkgman"":Nimble}]",2,
clipper,"[{""name"":clipper,""pkgman"":Cargo},{""name"":clipper,""pkgman"":Conan},{""name"":clipper,""pkgman"":Homebrew}]",3,
graphite,"[{""name"":graphite,""pkgman"":Cargo},{""name"":graphite,""pkgman"":Chromebrew}]",2,
validation,"[{""name"":validation,""pkgman"":Cargo},{""name"":validation,""pkgman"":Nimble}]",2,
vkapi,"[{""name"":vkapi,""pkgman"":Cargo},{""name"":vkapi,""pkgman"":Nimble}]",2,
grin,"[{""name"":grin,""pkgman"":Cargo},{""name"":grin,""pkgman"":Homebrew}]",2,
ass,"[{""name"":ass,""pkgman"":Cargo},{""name"":ass,""pkgman"":Nimble}]",2,
graphql-cli,"[{""name"":graphql-cli,""pkgman"":Cargo},{""name"":graphql-cli,""pkgman"":Homebrew}]",2,
ace,"[{""name"":ace,""pkgman"":Cargo},{""name"":ace,""pkgman"":Homebrew},{""name"":ace,""pkgman"":VCPKG}]",3,
cudnn,"[{""name"":cudnn,""pkgman"":Cargo},{""name"":cudnn,""pkgman"":VCPKG}]",2,
uhd,"[{""name"":uhd,""pkgman"":Cargo},{""name"":uhd,""pkgman"":Homebrew}]",2,
loki,"[{""name"":loki,""pkgman"":Cargo},{""name"":loki,""pkgman"":Homebrew},{""name"":loki,""pkgman"":Nimble}]",3,
etl,"[{""name"":etl,""pkgman"":Cargo},{""name"":etl,""pkgman"":Conan},{""name"":etl,""pkgman"":Homebrew}]",3,
cidrmerge,"[{""name"":cidrmerge,""pkgman"":Cargo},{""name"":cidrmerge,""pkgman"":Homebrew}]",2,
goto,"[{""name"":goto,""pkgman"":Cargo},{""name"":goto,""pkgman"":Homebrew}]",2,
